,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,Price category,Rental availability,Host type
8555,Charlottenburg-Wilm.,52.50621,13.30202,Private room,53.0,2,37,0.82,3,0,Low price,Short term,Commercial host
8556,Spandau,52.51578,13.16603,Private room,22.0,3,57,1.39,2,120,Low price,Middle term,Private host
8557,Reinickendorf,52.56793,13.34781,Private room,63.0,1,3,0.1,2,364,Low price,Long term,Private host
8558,Pankow,52.53578,13.42177,Entire home/apt,79.0,3,24,0.57,1,193,Low price,Long term,Private host
8559,Mitte,52.54663,13.35763,Private room,42.0,2,0,,1,0,Low price,Short term,Private host
8560,Mitte,52.50974,13.39119,Entire home/apt,89.0,2,38,1.12,7,170,Middle price,Middle term,Commercial host
8561,Neukölln,52.48857,13.42787,Entire home/apt,52.0,4,1,0.02,2,0,Low price,Short term,Private host
8562,Mitte,52.50974,13.39119,Entire home/apt,89.0,3,50,1.21,7,171,Middle price,Middle term,Commercial host
8563,Friedrichshain-Kreuzberg,52.51943,13.46925,Entire home/apt,150.0,5,80,1.82,5,86,Middle price,Short term,Commercial host
8564,Pankow,52.53248,13.4261,Private room,40.0,1,1,0.02,1,0,Low price,Short term,Private host
8565,Pankow,52.53539,13.42172,Private room,30.0,3,0,,1,0,Low price,Short term,Private host
8566,Charlottenburg-Wilm.,52.48129,13.31798,Private room,48.0,5,9,0.23,1,364,Low price,Long term,Private host
8567,Mitte,52.5239,13.41802,Entire home/apt,141.0,3,7,0.51,9,146,Middle price,Middle term,Commercial host
8568,Friedrichshain-Kreuzberg,52.51245,13.44951,Entire home/apt,59.0,1,0,,1,0,Low price,Short term,Private host
8569,Neukölln,52.48241,13.44565,Private room,40.0,2,6,0.14,1,0,Low price,Short term,Private host
8570,Pankow,52.52914,13.41433,Entire home/apt,58.0,10,1,0.02,1,0,Low price,Short term,Private host
8571,Neukölln,52.48166,13.43066,Private room,36.0,20,49,1.09,1,40,Low price,Short term,Private host
8572,Mitte,52.53652,13.38663,Private room,29.0,5,1,0.02,1,0,Low price,Short term,Private host
8573,Reinickendorf,52.60104,13.36335,Entire home/apt,17.0,2,4,0.09,1,0,Low price,Short term,Private host
8574,Charlottenburg-Wilm.,52.50596,13.30272,Private room,60.0,2,25,0.55,3,0,Low price,Short term,Commercial host
8575,Friedrichshain-Kreuzberg,52.50302,13.4309,Entire home/apt,151.0,3,25,0.61,2,33,Middle price,Short term,Private host
8576,Mitte,52.54986,13.35306,Private room,25.0,4,8,0.18,1,0,Low price,Short term,Private host
8577,Mitte,52.55038,13.35982,Private room,20.0,3,19,0.43,1,0,Low price,Short term,Private host
8578,Tempelhof - Schöneberg,52.4777,13.34542,Entire home/apt,30.0,2,4,0.09,1,0,Low price,Short term,Private host
8579,Mitte,52.54577,13.3698,Private room,41.0,5,4,0.09,1,0,Low price,Short term,Private host
8580,Charlottenburg-Wilm.,52.50489,13.3341,Entire home/apt,120.0,2,21,0.52,1,0,Middle price,Short term,Private host
8581,Neukölln,52.49095,13.4257,Private room,40.0,1,16,0.35,1,162,Low price,Middle term,Private host
8582,Friedrichshain-Kreuzberg,52.50164,13.45201,Entire home/apt,124.0,3,31,0.85,1,327,Middle price,Long term,Private host
8583,Steglitz - Zehlendorf,52.43977,13.32746,Entire home/apt,35.0,5,1,0.02,1,0,Low price,Short term,Private host
8584,Mitte,52.53135,13.3906,Entire home/apt,105.0,30,36,0.81,1,292,Middle price,Long term,Private host
8585,Tempelhof - Schöneberg,52.48368,13.35832,Entire home/apt,60.0,4,1,0.02,1,0,Low price,Short term,Private host
8586,Pankow,52.53664,13.41666,Entire home/apt,78.0,2,2,0.04,1,0,Low price,Short term,Private host
8587,Lichtenberg,52.50916,13.48145,Entire home/apt,75.0,2,3,0.07,1,0,Low price,Short term,Private host
8588,Neukölln,52.47545,13.42527,Private room,22.0,2,5,0.11,1,0,Low price,Short term,Private host
8589,Pankow,52.55607,13.41759,Private room,15.0,5,3,0.07,1,0,Low price,Short term,Private host
8590,Steglitz - Zehlendorf,52.46566,13.31733,Private room,24.0,2,12,0.28,2,0,Low price,Short term,Private host
8591,Neukölln,52.47614,13.42392,Entire home/apt,60.0,4,42,1.15,1,279,Low price,Long term,Private host
8592,Charlottenburg-Wilm.,52.49571,13.33432,Entire home/apt,58.0,3,61,1.42,1,114,Low price,Middle term,Private host
8593,Neukölln,52.48075,13.43396,Private room,60.0,1,1,0.02,1,0,Low price,Short term,Private host
8594,Friedrichshain-Kreuzberg,52.48921,13.41449,Entire home/apt,75.0,3,15,0.35,1,4,Low price,Short term,Private host
8595,Mitte,52.52367,13.41583,Private room,25.0,3,20,0.45,1,0,Low price,Short term,Private host
8596,Friedrichshain-Kreuzberg,52.50878,13.47289,Private room,30.0,5,5,0.14,1,0,Low price,Short term,Private host
8597,Treptow - Köpenick,52.4705,13.58827,Private room,31.0,1,2,0.04,1,0,Low price,Short term,Private host
8598,Mitte,52.50341,13.36866,Private room,34.0,1,75,1.85,1,0,Low price,Short term,Private host
8599,Mitte,52.545,13.39087,Entire home/apt,58.0,14,4,0.3,1,0,Low price,Short term,Private host
8600,Friedrichshain-Kreuzberg,52.50086,13.45576,Private room,28.0,2,55,1.22,1,0,Low price,Short term,Private host
8601,Friedrichshain-Kreuzberg,52.49024,13.42342,Entire home/apt,48.0,3,0,,1,0,Low price,Short term,Private host
8602,Mitte,52.53565,13.4052,Entire home/apt,51.0,3,18,0.41,1,0,Low price,Short term,Private host
8603,Lichtenberg,52.53843,13.48327,Entire home/apt,125.0,2,66,1.49,3,306,Middle price,Long term,Commercial host
8604,Charlottenburg-Wilm.,52.53024,13.30451,Private room,23.0,1,1,0.02,1,0,Low price,Short term,Private host
8605,Friedrichshain-Kreuzberg,52.49573,13.44553,Entire home/apt,55.0,3,11,0.24,3,0,Low price,Short term,Commercial host
8606,Charlottenburg-Wilm.,52.49452,13.30928,Private room,38.0,2,1,0.04,2,174,Low price,Middle term,Private host
8607,Tempelhof - Schöneberg,52.48931,13.34364,Private room,23.0,3,30,0.68,1,19,Low price,Short term,Private host
8608,Mitte,52.52554,13.33522,Private room,30.0,25,0,,2,0,Low price,Short term,Private host
8609,Lichtenberg,52.55581,13.49614,Entire home/apt,88.0,2,25,2.09,1,277,Middle price,Long term,Private host
8610,Friedrichshain-Kreuzberg,52.49884,13.385,Private room,36.0,2,44,1.15,1,89,Low price,Short term,Private host
8611,Steglitz - Zehlendorf,52.43876,13.31715,Entire home/apt,29.0,1,0,,1,0,Low price,Short term,Private host
8612,Neukölln,52.46694,13.44288,Private room,39.0,3,8,0.2,1,43,Low price,Short term,Private host
8613,Mitte,52.53908,13.40045,Entire home/apt,106.0,1,168,3.84,13,253,Middle price,Long term,Commercial host
8614,Charlottenburg-Wilm.,52.51435,13.31256,Entire home/apt,35.0,32,3,0.07,2,285,Low price,Long term,Private host
8615,Neukölln,52.47085,13.42217,Entire home/apt,80.0,5,0,,1,0,Middle price,Short term,Private host
8616,Mitte,52.52991,13.37118,Entire home/apt,86.0,180,30,0.69,4,316,Middle price,Long term,Commercial host
8617,Friedrichshain-Kreuzberg,52.52396,13.43135,Private room,18.0,2,0,,1,0,Low price,Short term,Private host
8618,Pankow,52.53997,13.42145,Private room,33.0,1,145,3.28,1,194,Low price,Long term,Private host
8619,Steglitz - Zehlendorf,52.44396,13.28994,Private room,25.0,1,2,0.05,1,0,Low price,Short term,Private host
8620,Treptow - Köpenick,52.48329,13.46868,Private room,60.0,1,0,,1,0,Low price,Short term,Private host
8621,Mitte,52.54411,13.35982,Private room,999.0,50,1,0.02,1,358,High price,Long term,Private host
8622,Neukölln,52.48182,13.43223,Private room,45.0,4,13,0.42,2,0,Low price,Short term,Private host
8623,Pankow,52.53618,13.41281,Entire home/apt,46.0,60,5,0.12,1,87,Low price,Short term,Private host
8624,Charlottenburg-Wilm.,52.47022,13.31864,Entire home/apt,40.0,15,0,,1,0,Low price,Short term,Private host
8625,Lichtenberg,52.51088,13.49922,Entire home/apt,85.0,180,4,0.09,2,152,Middle price,Middle term,Private host
8626,Charlottenburg-Wilm.,52.47038,13.29437,Private room,55.0,2,11,0.26,1,240,Low price,Long term,Private host
8627,Neukölln,52.48224,13.43179,Private room,36.0,8,0,,1,0,Low price,Short term,Private host
8628,Pankow,52.53472,13.43132,Private room,19.0,2,0,,1,0,Low price,Short term,Private host
8629,Charlottenburg-Wilm.,52.46718,13.31454,Private room,32.0,4,4,0.16,4,180,Low price,Middle term,Commercial host
8630,Friedrichshain-Kreuzberg,52.49,13.39515,Entire home/apt,120.0,3,4,0.1,1,0,Middle price,Short term,Private host
8631,Neukölln,52.46945,13.43363,Entire home/apt,151.0,2,11,0.27,1,0,Middle price,Short term,Private host
8632,Charlottenburg-Wilm.,52.50335,13.30987,Entire home/apt,90.0,4,2,0.05,1,0,Middle price,Short term,Private host
8633,Pankow,52.55471,13.4187,Private room,30.0,4,0,,1,0,Low price,Short term,Private host
8634,Friedrichshain-Kreuzberg,52.50827,13.45667,Shared room,25.0,5,0,,1,0,Low price,Short term,Private host
8635,Mitte,52.53605,13.35542,Entire home/apt,65.0,5,11,0.26,2,0,Low price,Short term,Private host
8636,Mitte,52.52179,13.35872,Private room,17.0,10,0,,1,0,Low price,Short term,Private host
8637,Friedrichshain-Kreuzberg,52.49239,13.37864,Private room,29.0,1,0,,1,0,Low price,Short term,Private host
8638,Neukölln,52.48455,13.43835,Entire home/apt,39.0,4,23,0.52,1,0,Low price,Short term,Private host
8639,Friedrichshain-Kreuzberg,52.49497,13.46699,Entire home/apt,40.0,14,0,,1,8,Low price,Short term,Private host
8640,Tempelhof - Schöneberg,52.48479,13.36109,Entire home/apt,58.0,3,5,0.11,1,10,Low price,Short term,Private host
8641,Mitte,52.5288,13.31794,Private room,29.0,3,30,0.73,1,1,Low price,Short term,Private host
8642,Tempelhof - Schöneberg,52.48859,13.33955,Entire home/apt,89.0,4,82,2.01,1,321,Middle price,Long term,Private host
8643,Steglitz - Zehlendorf,52.44095,13.26918,Entire home/apt,30.0,2,1,0.02,1,0,Low price,Short term,Private host
8644,Treptow - Köpenick,52.46432,13.47962,Entire home/apt,64.0,30,6,0.23,1,71,Low price,Short term,Private host
8645,Tempelhof - Schöneberg,52.48308,13.37373,Private room,25.0,2,11,0.25,1,63,Low price,Short term,Private host
8646,Charlottenburg-Wilm.,52.47272,13.29529,Private room,31.0,2,76,1.75,1,169,Low price,Middle term,Private host
8647,Mitte,52.53295,13.34354,Entire home/apt,59.0,3,3,0.09,1,0,Low price,Short term,Private host
8648,Mitte,52.55591,13.38676,Entire home/apt,45.0,7,2,0.05,1,0,Low price,Short term,Private host
8649,Friedrichshain-Kreuzberg,52.49945,13.40266,Entire home/apt,59.0,6,22,0.69,1,0,Low price,Short term,Private host
8650,Friedrichshain-Kreuzberg,52.49813,13.46133,Private room,27.0,7,2,0.05,1,0,Low price,Short term,Private host
8651,Steglitz - Zehlendorf,52.41651,13.16807,Entire home/apt,55.0,1,0,,3,365,Low price,Long term,Commercial host
8652,Steglitz - Zehlendorf,52.41651,13.16807,Entire home/apt,55.0,1,2,0.17,3,365,Low price,Long term,Commercial host
8653,Tempelhof - Schöneberg,52.49524,13.36347,Entire home/apt,35.0,6,2,0.05,1,0,Low price,Short term,Private host
8654,Neukölln,52.47278,13.46697,Private room,27.0,4,1,0.02,1,0,Low price,Short term,Private host
8655,Pankow,52.54895,13.40252,Private room,35.0,2,70,1.58,2,0,Low price,Short term,Private host
8656,Mitte,52.55129,13.38193,Entire home/apt,285.0,3,12,0.47,1,342,Middle price,Long term,Private host
8657,Treptow - Köpenick,52.4842,13.46561,Private room,20.0,25,0,,1,0,Low price,Short term,Private host
8658,Friedrichshain-Kreuzberg,52.51557,13.46131,Private room,30.0,1,1,0.02,1,0,Low price,Short term,Private host
8659,Mitte,52.52708,13.3336,Private room,19.0,10,3,0.1,1,0,Low price,Short term,Private host
8660,Mitte,52.56429,13.39069,Entire home/apt,38.0,6,25,0.77,1,0,Low price,Short term,Private host
8661,Mitte,52.50973,13.39071,Private room,51.0,1,101,2.27,1,0,Low price,Short term,Private host
8662,Friedrichshain-Kreuzberg,52.501,13.4295,Private room,29.0,2,7,0.17,1,0,Low price,Short term,Private host
8663,Friedrichshain-Kreuzberg,52.51311,13.46123,Entire home/apt,109.0,3,78,1.84,3,339,Middle price,Long term,Commercial host
8664,Charlottenburg-Wilm.,52.5103,13.32236,Entire home/apt,230.0,7,0,,1,0,Middle price,Short term,Private host
8665,Mitte,52.54388,13.36068,Entire home/apt,85.0,2,17,0.4,1,0,Middle price,Short term,Private host
8666,Mitte,52.54769,13.37947,Private room,18.0,3,2,0.05,1,0,Low price,Short term,Private host
8667,Friedrichshain-Kreuzberg,52.52687,13.45236,Private room,35.0,2,0,,1,0,Low price,Short term,Private host
8668,Neukölln,52.48485,13.42836,Private room,36.0,6,2,0.05,1,0,Low price,Short term,Private host
8669,Mitte,52.54583,13.36291,Entire home/apt,45.0,7,1,0.02,1,0,Low price,Short term,Private host
8670,Friedrichshain-Kreuzberg,52.48661,13.39173,Entire home/apt,83.0,90,12,0.32,1,358,Middle price,Long term,Private host
8671,Friedrichshain-Kreuzberg,52.51885,13.46582,Entire home/apt,55.0,3,6,0.26,1,0,Low price,Short term,Private host
8672,Neukölln,52.48005,13.43243,Private room,50.0,1,3,0.07,1,0,Low price,Short term,Private host
8673,Charlottenburg-Wilm.,52.49917,13.33728,Entire home/apt,52.0,120,0,,2,358,Low price,Long term,Private host
8674,Treptow - Köpenick,52.446,13.57834,Entire home/apt,65.0,2,53,1.19,4,28,Low price,Short term,Commercial host
8675,Friedrichshain-Kreuzberg,52.50421,13.46934,Private room,36.0,3,4,0.09,1,0,Low price,Short term,Private host
8676,Pankow,52.5559,13.40392,Private room,15.0,20,0,,1,0,Low price,Short term,Private host
8677,Friedrichshain-Kreuzberg,52.49488,13.37995,Entire home/apt,70.0,5,12,0.31,1,0,Low price,Short term,Private host
8678,Neukölln,52.47702,13.44752,Entire home/apt,65.0,60,7,0.2,2,0,Low price,Short term,Private host
8679,Friedrichshain-Kreuzberg,52.4963,13.42239,Entire home/apt,116.0,1,234,5.7,4,306,Middle price,Long term,Commercial host
8680,Pankow,52.54255,13.42165,Entire home/apt,31.0,3,0,,1,0,Low price,Short term,Private host
8681,Neukölln,52.47229,13.44031,Entire home/apt,39.0,10,1,0.06,1,0,Low price,Short term,Private host
8682,Pankow,52.61066,13.4399,Private room,21.0,1,70,1.69,2,281,Low price,Long term,Private host
8683,Friedrichshain-Kreuzberg,52.51572,13.43745,Entire home/apt,55.0,6,13,0.31,1,0,Low price,Short term,Private host
8684,Pankow,52.5423,13.42394,Entire home/apt,85.0,21,6,0.15,1,11,Middle price,Short term,Private host
8685,Friedrichshain-Kreuzberg,52.51859,13.46607,Entire home/apt,60.0,3,9,0.21,1,1,Low price,Short term,Private host
8686,Friedrichshain-Kreuzberg,52.51163,13.46712,Entire home/apt,60.0,2,18,0.56,1,10,Low price,Short term,Private host
8687,Mitte,52.52577,13.39265,Private room,58.0,1,13,0.29,1,0,Low price,Short term,Private host
8688,Neukölln,52.48097,13.43994,Entire home/apt,53.0,8,5,0.21,1,0,Low price,Short term,Private host
8689,Charlottenburg-Wilm.,52.47173,13.31811,Private room,17.0,1,1,0.03,1,0,Low price,Short term,Private host
8690,Friedrichshain-Kreuzberg,52.49546,13.38082,Entire home/apt,49.0,2,211,4.8,1,53,Low price,Short term,Private host
8691,Mitte,52.5462,13.35138,Entire home/apt,45.0,1,6,0.14,1,0,Low price,Short term,Private host
8692,Neukölln,52.48392,13.4413,Entire home/apt,50.0,5,60,1.92,1,317,Low price,Long term,Private host
8693,Charlottenburg-Wilm.,52.48813,13.2964,Shared room,29.0,2,1,0.02,1,0,Low price,Short term,Private host
8694,Lichtenberg,52.50087,13.49221,Entire home/apt,35.0,4,1,0.02,2,0,Low price,Short term,Private host
8695,Mitte,52.55254,13.33971,Private room,25.0,7,5,0.12,1,0,Low price,Short term,Private host
8696,Mitte,52.50007,13.36933,Entire home/apt,220.0,2,150,3.39,4,138,Middle price,Middle term,Commercial host
8697,Pankow,52.5553,13.41238,Private room,89.0,3,22,0.52,1,0,Middle price,Short term,Private host
8698,Mitte,52.55098,13.35785,Private room,40.0,1,0,,1,0,Low price,Short term,Private host
8699,Mitte,52.53713,13.37523,Entire home/apt,130.0,2,10,0.23,1,0,Middle price,Short term,Private host
8700,Friedrichshain-Kreuzberg,52.52328,13.43691,Private room,33.0,1,15,0.36,2,0,Low price,Short term,Private host
8701,Charlottenburg-Wilm.,52.47729,13.30998,Entire home/apt,250.0,28,34,0.88,1,10,Middle price,Short term,Private host
8702,Pankow,52.53861,13.42547,Private room,51.0,1,5,0.18,2,89,Low price,Short term,Private host
8703,Friedrichshain-Kreuzberg,52.52043,13.43767,Entire home/apt,300.0,2,3,0.08,3,0,High price,Short term,Commercial host
8704,Friedrichshain-Kreuzberg,52.50046,13.42042,Private room,23.0,2,4,0.09,1,0,Low price,Short term,Private host
8705,Friedrichshain-Kreuzberg,52.5055,13.46628,Entire home/apt,181.0,2,4,0.09,1,0,Middle price,Short term,Private host
8706,Friedrichshain-Kreuzberg,52.52279,13.44866,Private room,33.0,1,161,3.66,1,0,Low price,Short term,Private host
8707,Friedrichshain-Kreuzberg,52.49853,13.41719,Private room,35.0,13,3,0.08,1,0,Low price,Short term,Private host
8708,Friedrichshain-Kreuzberg,52.49098,13.40371,Entire home/apt,55.0,3,198,4.47,1,16,Low price,Short term,Private host
8709,Mitte,52.50715,13.42507,Entire home/apt,84.0,3,5,0.12,1,33,Middle price,Short term,Private host
8710,Mitte,52.54722,13.34453,Entire home/apt,120.0,4,0,,2,0,Middle price,Short term,Private host
8711,Friedrichshain-Kreuzberg,52.51074,13.45758,Private room,38.0,2,2,0.05,1,0,Low price,Short term,Private host
8712,Friedrichshain-Kreuzberg,52.49053,13.41663,Private room,31.0,1,1,0.02,1,0,Low price,Short term,Private host
8713,Pankow,52.54901,13.40965,Private room,32.0,2,1,0.02,1,0,Low price,Short term,Private host
8714,Charlottenburg-Wilm.,52.4782,13.27963,Private room,45.0,1,3,0.07,1,0,Low price,Short term,Private host
8715,Mitte,52.55969,13.38648,Shared room,18.0,2,13,0.38,28,346,Low price,Long term,Commercial host
8716,Mitte,52.52636,13.40337,Private room,69.0,1,26,0.6,1,85,Low price,Short term,Private host
8717,Mitte,52.55969,13.38648,Private room,50.0,2,14,0.4,28,346,Low price,Long term,Commercial host
8718,Treptow - Köpenick,52.48928,13.45757,Private room,18.0,1,3,0.07,1,0,Low price,Short term,Private host
8719,Pankow,52.55122,13.4173,Entire home/apt,59.0,1,91,2.09,2,236,Low price,Long term,Private host
8720,Friedrichshain-Kreuzberg,52.5034,13.38507,Entire home/apt,61.0,3,1,0.02,1,311,Low price,Long term,Private host
8721,Friedrichshain-Kreuzberg,52.50909,13.45369,Private room,19.0,1,0,,1,0,Low price,Short term,Private host
8722,Charlottenburg-Wilm.,52.5081,13.32555,Private room,155.0,3,2,0.05,1,0,Middle price,Short term,Private host
8723,Pankow,52.54576,13.45788,Entire home/apt,76.0,3,25,0.57,1,0,Low price,Short term,Private host
8724,Mitte,52.54037,13.39354,Entire home/apt,180.0,1,0,,1,0,Middle price,Short term,Private host
8725,Pankow,52.54771,13.40074,Entire home/apt,250.0,4,20,0.46,1,0,Middle price,Short term,Private host
8726,Treptow - Köpenick,52.46885,13.51077,Entire home/apt,23.0,1,0,,1,0,Low price,Short term,Private host
8727,Friedrichshain-Kreuzberg,52.52499,13.45154,Entire home/apt,40.0,3,7,0.16,1,0,Low price,Short term,Private host
8728,Mitte,52.52801,13.33124,Private room,39.0,4,27,0.62,3,83,Low price,Short term,Commercial host
8729,Tempelhof - Schöneberg,52.44075,13.38526,Entire home/apt,34.0,62,5,0.12,3,104,Low price,Middle term,Commercial host
8730,Neukölln,52.49045,13.42991,Entire home/apt,65.0,5,2,0.05,1,0,Low price,Short term,Private host
8731,Pankow,52.53029,13.41613,Entire home/apt,120.0,4,49,1.14,1,224,Middle price,Long term,Private host
8732,Pankow,52.54075,13.41586,Entire home/apt,84.0,7,22,0.5,1,32,Middle price,Short term,Private host
8733,Friedrichshain-Kreuzberg,52.50742,13.45404,Private room,35.0,6,37,0.87,1,0,Low price,Short term,Private host
8734,Friedrichshain-Kreuzberg,52.51551,13.46687,Private room,25.0,2,0,,1,0,Low price,Short term,Private host
8735,Mitte,52.55969,13.38648,Shared room,14.0,2,27,0.68,28,343,Low price,Long term,Commercial host
